customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
IA62027,California,4853.534204,No,Basic,Bachelor,2011-01-20,Unemployed,F,0.0,Suburban,Single,65,24,53,0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medium,A,Jan
YI79084,Nevada,3702.63121,No,Extended,Doctor,2011-01-17,Employed,M,33738.0,Suburban,Single,95,13,97,0,1,Personal Auto,Personal L1,Offer2,Agent,541.755353,Two-Door Car,Medium,A,Jan
TZ22914,Oregon,5130.823951,No,Basic,Master,2011-01-14,Disabled,M,12940.0,Urban,Divorced,68,7,36,0,3,Personal Auto,Personal L3,Offer1,Agent,268.1726,Two-Door Car,Large,A,Jan
LM50087,Arizona,2483.642397,No,Basic,College,2011-02-28,Employed,F,50632.0,Rural,Married,62,26,42,0,1,Corporate Auto,Corporate L2,Offer3,Agent,54.961039,Two-Door Car,Medium,A,Feb
RA88421,California,6121.107929,No,Extended,College,2011-01-17,Employed,F,26787.0,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medium,A,Jan
HR10526,California,8044.73072,No,Basic,Master,2011-01-25,Employed,M,44320.0,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medium,A,Jan
AZ95587,Arizona,10388.55323,No,Extended,Bachelor,2011-01-11,Employed,F,61222.0,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Medium,A,Jan
OB32861,Nevada,6288.156817,No,Extended,High School or Below,2011-01-21,Unemployed,M,0.0,Suburban,Married,84,14,66,0,3,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,Medium,A,Jan
YP67379,Arizona,6686.128629,No,Extended,High School or Below,2011-02-04,Employed,M,22244.0,Rural,Married,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.815893,Four-Door Car,Medium,A,Feb
NG69817,California,7540.390159,No,Basic,Bachelor,2011-01-24,Unemployed,F,0.0,Suburban,Single,68,24,42,0,2,Personal Auto,Personal L1,Offer1,Branch,519.757811,Two-Door Car,Small,A,Jan
UV64489,Arizona,8716.368952,No,Basic,Bachelor,2011-02-14,Employed,F,28743.0,Suburban,Single,112,9,13,0,3,Personal Auto,Personal L3,Offer3,Call Center,537.6,SUV,Medium,A,Feb
AP34711,Arizona,10382.38098,No,Extended,Master,2011-02-19,Employed,F,32821.0,Rural,Married,129,35,40,0,4,Personal Auto,Personal L3,Offer1,Branch,25.89566,SUV,Large,A,Feb
AK61491,Oregon,2491.317024,Yes,Basic,Doctor,2011-01-29,Employed,M,36631.0,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A,Jan
MY37953,Arizona,25830.90982,No,Basic,Bachelor,2011-01-31,Employed,F,73760.0,Rural,Married,107,16,3,1,2,Personal Auto,Personal L2,Offer3,Web,230.245772,Luxury,Medium,A,Jan
QV48556,Arizona,5421.04863,No,Basic,Master,2011-01-05,Disabled,F,29981.0,Suburban,Divorced,71,4,9,0,3,Corporate Auto,Corporate L3,Offer1,Agent,340.8,Two-Door Car,Medium,A,Jan
DV85764,California,21172.38983,No,Extended,High School or Below,2011-01-04,Unemployed,M,0.0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588.269018,Four-Door Car,Medium,A,Jan
UE13511,Oregon,2563.582441,No,Basic,High School or Below,2011-01-02,Unemployed,F,0.0,Suburban,Married,69,11,60,0,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small,A,Jan
WN13947,Oregon,4863.266809,No,Basic,Bachelor,2011-01-20,Unemployed,M,0.0,Suburban,Single,70,3,35,0,5,Corporate Auto,Corporate L3,Offer2,Agent,646.785442,Four-Door Car,Small,A,Jan
PR80703,California,5745.95924,No,Basic,Bachelor,2011-02-09,Employed,F,51335.0,Rural,Married,71,17,88,0,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medium,A,Feb
OH91173,California,3873.647046,Yes,Basic,College,2011-01-20,Retired,M,28142.0,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Luxury,Medium,A,Jan
TK32843,California,7444.939419,No,Premium,Bachelor,2011-02-13,Unemployed,M,0.0,Suburban,Single,114,21,41,0,4,Personal Auto,Personal L2,Offer1,Branch,863.861736,Four-Door Car,Medium,A,Feb
WA45944,Arizona,25807.063,Yes,Extended,College,2011-02-13,Employed,F,71210.0,Suburban,Married,214,8,89,1,2,Corporate Auto,Corporate L3,Offer1,Branch,1027.2,Luxury,Small,A,Feb
PD32052,California,7957.630101,No,Basic,High School or Below,2011-01-19,Employed,M,51125.0,Suburban,Divorced,67,3,67,0,2,Personal Auto,Personal L3,Offer1,Agent,430.29174,Four-Door Car,Medium,A,Jan
JS10224,California,18321.24471,No,Basic,College,2011-02-16,Employed,F,76726.0,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medium,A,Feb
XP61034,Oregon,4105.580991,No,Basic,Bachelor,2011-02-26,Employed,M,39492.0,Suburban,Married,105,20,81,0,1,Personal Auto,Personal L3,Offer2,Agent,756.0,SUV,Medium,A,Feb
TN61016,California,8742.472473,No,Basic,High School or Below,2011-01-02,Employed,F,37224.0,Suburban,Divorced,74,8,23,0,2,Personal Auto,Personal L2,Offer3,Agent,355.2,Four-Door Car,Medium,A,Jan
ZZ35218,Oregon,5392.499539,No,Basic,Doctor,2011-01-28,Unemployed,M,0.0,Urban,Married,74,19,8,0,8,Corporate Auto,Corporate L3,Offer4,Agent,317.109447,Two-Door Car,Medium,A,Jan
US45383,California,12280.76661,Yes,Premium,College,2011-01-01,Employed,M,88340.0,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medium,A,Jan
MN83273,California,41787.90343,Yes,Premium,High School or Below,2011-01-31,Employed,F,46587.0,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medium,A,Jan
PR37714,California,7153.208425,No,Extended,Bachelor,2011-02-23,Employed,F,32238.0,Suburban,Divorced,91,15,80,0,4,Personal Auto,Personal L3,Offer3,Branch,439.781453,Four-Door Car,Medium,A,Feb
XC85830,Oregon,4118.588554,Yes,Premium,Bachelor,2011-01-28,Employed,F,69379.0,Suburban,Single,103,14,79,0,1,Corporate Auto,Corporate L3,Offer1,Branch,494.4,Two-Door Car,Medium,A,Jan
WR63188,Arizona,7854.960831,No,Basic,College,2011-01-16,Employed,M,25378.0,Suburban,Married,66,22,32,1,2,Personal Auto,Personal L2,Offer1,Agent,419.464143,Four-Door Car,Medium,A,Jan
EV68375,California,4330.38602,Yes,Premium,College,2011-02-16,Employed,M,60475.0,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medium,A,Feb
JF45126,Nevada,4041.241758,No,Basic,Bachelor,2011-01-18,Employed,M,23818.0,Suburban,Married,104,6,1,1,1,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Medium,A,Jan
IV35546,Nevada,5741.696078,No,Basic,Master,2011-02-08,Employed,F,45820.0,Urban,Married,71,4,89,0,8,Corporate Auto,Corporate L1,Offer1,Branch,249.742856,Four-Door Car,Medium,A,Feb
IG62421,Nevada,3436.134281,Yes,Extended,Doctor,2011-02-18,Employed,M,30817.0,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L2,Offer2,Branch,91.834668,Four-Door Car,Medium,A,Feb
JX93039,Washington,4883.335068,No,Extended,College,2011-02-14,Employed,F,40171.0,Urban,Married,123,13,23,0,1,Personal Auto,Personal L1,Offer2,Call Center,576.880144,SUV,Medium,A,Feb
EH24828,Nevada,2389.774148,No,Basic,College,2011-01-11,Employed,M,58652.0,Suburban,Married,64,14,75,5,1,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A,Jan
CI68869,Arizona,1898.683686,No,Basic,College,2011-01-08,Unemployed,F,0.0,Suburban,Single,70,17,20,5,1,Personal Auto,Personal L3,Offer3,Agent,702.020904,Two-Door Car,Small,A,Jan
TS11219,California,12067.45599,No,Basic,College,2011-01-02,Unemployed,M,0.0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medium,A,Jan
IH78357,California,5761.317533,No,Basic,College,2011-01-17,Employed,F,83392.0,Rural,Married,71,30,80,0,3,Personal Auto,Personal L3,Offer2,Web,125.961938,Four-Door Car,Medium,A,Jan
QJ49871,Oregon,3893.305281,No,Basic,College,2011-01-21,Employed,M,26605.0,Suburban,Married,100,33,13,0,1,Personal Auto,Personal L1,Offer3,Call Center,933.330936,SUV,Medium,A,Jan
CY49953,Oregon,2827.55957,No,Extended,College,2011-02-18,Unemployed,F,0.0,Suburban,Single,79,30,25,0,1,Special Auto,Special L2,Offer3,Branch,568.8,Four-Door Car,Medium,A,Feb
LI10567,Oregon,11700.6441,No,Premium,High School or Below,2011-02-04,Unemployed,M,0.0,Suburban,Single,169,7,64,0,3,Personal Auto,Personal L2,Offer4,Branch,1312.201307,Luxury,Medium,A,Feb
PK28821,California,2620.392335,No,Basic,College,2011-01-28,Employed,M,24721.0,Rural,Married,67,3,76,0,1,Personal Auto,Personal L2,Offer2,Branch,139.963594,Four-Door Car,Medium,A,Jan
HG60406,California,2821.448707,No,Extended,College,2011-01-02,Unemployed,M,0.0,Suburban,Single,81,21,78,0,1,Personal Auto,Personal L1,Offer3,Call Center,583.2,Four-Door Car,Medium,A,Jan
PX99904,California,4949.389491,No,Extended,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Single,134,15,3,0,1,Corporate Auto,Corporate L1,Offer2,Branch,964.8,Luxury,Small,A,Feb
FZ55002,Nevada,5220.280968,No,Basic,Doctor,2011-02-14,Unemployed,F,0.0,Suburban,Married,69,23,13,0,7,Personal Auto,Personal L3,Offer4,Agent,331.2,Four-Door Car,Small,A,Feb
LM12349,Washington,12282.84085,No,Premium,Bachelor,2011-01-19,Employed,F,36328.0,Rural,Married,155,6,21,0,4,Corporate Auto,Corporate L2,Offer1,Agent,388.148089,SUV,Medium,A,Jan
FH14955,California,4467.705159,No,Basic,College,2011-01-21,Unemployed,M,0.0,Suburban,Single,64,10,34,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,307.2,Four-Door Car,Medium,A,Jan
TV34024,Oregon,4108.257228,No,Basic,High School or Below,2011-01-17,Unemployed,M,0.0,Suburban,Single,114,7,90,0,1,Personal Auto,Personal L3,Offer1,Web,820.8,SUV,Large,A,Jan
TE82896,Oregon,2746.080105,No,Basic,High School or Below,2011-02-19,Unemployed,F,0.0,Suburban,Married,74,5,75,0,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medium,A,Feb
YX72707,Oregon,5003.336664,No,Basic,Doctor,2011-01-19,Unemployed,F,0.0,Suburban,Married,66,12,20,1,4,Personal Auto,Personal L3,Offer2,Agent,445.19869,Four-Door Car,Small,A,Jan
KU92052,California,4398.047053,No,Basic,High School or Below,2011-02-19,Unemployed,F,0.0,Suburban,Single,62,6,62,0,3,Personal Auto,Personal L2,Offer1,Agent,382.067564,Four-Door Car,Medium,A,Feb
VU79621,Oregon,8139.996817,No,Basic,Master,2011-01-01,Unemployed,M,0.0,Suburban,Divorced,108,10,42,0,6,Personal Auto,Personal L2,Offer2,Branch,518.4,Luxury,Large,A,Jan
NZ57264,California,7486.088015,No,Basic,Bachelor,2011-01-26,Unemployed,M,0.0,Suburban,Single,113,33,18,0,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medium,A,Jan
ED89934,California,4823.558028,No,Extended,College,2011-01-31,Employed,F,58946.0,Urban,Married,121,5,87,0,1,Personal Auto,Personal L3,Offer1,Agent,486.720776,SUV,Medium,A,Jan
ED63600,California,22062.54841,No,Extended,College,2011-02-25,Unemployed,M,0.0,Suburban,Single,225,26,53,0,2,Corporate Auto,Corporate L2,Offer1,Agent,1620.0,Luxury,Medium,A,Feb
AV17528,California,9233.19066,No,Basic,High School or Below,2011-02-03,Employed,F,42600.0,Suburban,Married,115,10,78,0,3,Personal Auto,Personal L2,Offer2,Branch,660.136987,Luxury,Medium,A,Feb
JC93010,California,4929.549699,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632.0,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medium,A,Jan
PC27174,Oregon,4031.539471,No,Premium,College,2011-02-23,Unemployed,F,0.0,Suburban,Single,117,2,41,0,1,Personal Auto,Personal L1,Offer2,Web,842.4,Four-Door Car,Medium,A,Feb
XR75319,Arizona,4786.889347,No,Basic,College,2011-01-02,Employed,M,45515.0,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Offer2,Call Center,236.907007,Two-Door Car,Large,A,Jan
RN55306,Oregon,5162.370678,No,Basic,High School or Below,2011-01-10,Unemployed,F,0.0,Suburban,Single,74,33,92,0,4,Personal Auto,Personal L1,Offer1,Agent,582.420512,Four-Door Car,Medium,A,Jan
JQ91314,Washington,3288.6575,No,Extended,College,2011-02-10,Unemployed,M,0.0,Suburban,Single,97,27,17,0,1,Personal Auto,Personal L2,Offer2,Call Center,1026.315988,Four-Door Car,Medium,A,Feb
UZ14076,California,32104.69957,No,Premium,High School or Below,2011-02-16,Employed,F,89546.0,Suburban,Married,266,4,18,1,2,Corporate Auto,Corporate L3,Offer3,Agent,2452.894264,Luxury,Large,A,Feb
RU39880,California,11747.65373,No,Basic,Bachelor,2011-01-10,Employed,F,58658.0,Suburban,Married,74,16,23,0,2,Personal Auto,Personal L3,Offer4,Call Center,355.2,Two-Door Car,Medium,A,Jan
FO13070,California,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066.0,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medium,A,Feb
MS88882,California,5639.402141,No,Extended,College,2011-01-11,Disabled,M,24636.0,Suburban,Single,77,5,72,0,6,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medium,A,Jan
FJ12205,California,6511.467626,No,Extended,Master,2011-01-13,Employed,M,42602.0,Rural,Married,85,7,75,3,3,Personal Auto,Personal L3,Offer2,Agent,63.161647,Two-Door Car,Medium,A,Jan
PU78245,Arizona,13094.60875,No,Basic,Bachelor,2011-01-16,Employed,F,88249.0,Rural,Single,108,9,71,0,2,Personal Auto,Personal L3,Offer1,Agent,244.803741,SUV,Large,A,Jan
XQ93931,California,7806.137458,No,Basic,College,2011-02-27,Employed,M,23706.0,Suburban,Married,68,1,56,1,2,Corporate Auto,Corporate L3,Offer3,Web,326.4,Four-Door Car,Medium,A,Feb
JZ90556,Oregon,5943.07303,No,Basic,High School or Below,2011-01-07,Employed,F,62120.0,Rural,Married,74,5,39,0,8,Corporate Auto,Corporate L3,Offer4,Agent,28.31732,Four-Door Car,Medium,A,Jan
SJ29837,Washington,7602.663689,No,Basic,High School or Below,2011-02-24,Unemployed,F,0.0,Suburban,Single,105,2,84,0,5,Personal Auto,Personal L3,Offer2,Web,914.538629,SUV,Small,A,Feb
VK94891,Nevada,2086.610957,No,Basic,High School or Below,2011-01-23,Unemployed,M,0.0,Suburban,Single,62,26,30,0,1,Personal Auto,Personal L3,Offer2,Web,446.4,Two-Door Car,Medium,A,Jan
HL63895,Arizona,7302.775082,No,Basic,Master,2011-01-18,Employed,M,30492.0,Urban,Married,61,32,68,0,2,Personal Auto,Personal L3,Offer1,Branch,171.38289,Four-Door Car,Medium,A,Jan
XO11574,California,3399.125502,No,Extended,High School or Below,2011-02-11,Employed,M,28928.0,Rural,Married,87,23,7,1,1,Personal Auto,Personal L3,Offer3,Agent,192.644347,Four-Door Car,Medium,A,Feb
PV62467,California,4849.697945,No,Basic,College,2011-01-27,Employed,F,36413.0,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medium,A,Jan
UO86707,Washington,7173.909404,No,Basic,Bachelor,2011-02-15,Employed,M,75217.0,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,Medium,A,Feb
RF94484,Oregon,4605.036646,Yes,Basic,College,2011-01-28,Medical Leave,F,22571.0,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Medium,A,Jan
VX85673,California,4250.282624,No,Basic,High School or Below,2011-01-18,Unemployed,F,0.0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,A,Jan
CK85904,California,13466.92071,Yes,Basic,High School or Below,2011-02-23,Disabled,F,11432.0,Suburban,Married,119,11,9,0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,A,Feb
CX20455,Arizona,22103.5072,Yes,Basic,College,2011-01-30,Unemployed,M,0.0,Suburban,Married,102,35,48,0,2,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medium,A,Jan
ZM52280,Arizona,11972.78231,No,Basic,Bachelor,2011-02-02,Unemployed,M,0.0,Suburban,Single,186,0,67,2,5,Personal Auto,Personal L2,Offer1,Web,1441.843837,Luxury,Large,A,Feb
VA95387,Nevada,7232.609391,No,Basic,High School or Below,2011-02-03,Employed,M,46621.0,Rural,Married,61,20,31,0,2,Corporate Auto,Corporate L3,Offer2,Branch,30.448249,Four-Door Car,Medium,A,Feb
GG29821,Oregon,8193.555045,No,Basic,Bachelor,2011-02-20,Employed,M,54950.0,Urban,Married,103,25,75,0,7,Corporate Auto,Corporate L1,Offer4,Web,480.578584,Four-Door Car,Medium,A,Feb
ZS35830,Oregon,2685.901421,No,Basic,College,2011-01-01,Employed,F,58166.0,Rural,Married,67,3,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,91.914969,Four-Door Car,Medium,A,Jan
PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0.0,Suburban,Married,73,15,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medium,A,Feb
RX19151,Washington,8176.576796,No,Basic,Bachelor,2011-02-28,Employed,M,67137.0,Urban,Married,111,0,49,5,6,Personal Auto,Personal L1,Offer2,Agent,314.880326,SUV,Medium,A,Feb
CX99919,Nevada,4130.628776,No,Basic,College,2011-02-06,Retired,F,28321.0,Suburban,Single,111,34,32,0,1,Corporate Auto,Corporate L3,Offer3,Branch,537.391704,SUV,Medium,A,Feb
JO64487,California,6943.741598,No,Extended,High School or Below,2011-02-24,Unemployed,F,0.0,Suburban,Single,76,4,43,5,2,Special Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,Large,A,Feb
JX80723,California,6272.416823,No,Extended,College,2011-02-04,Employed,M,76673.0,Rural,Divorced,80,2,59,1,4,Personal Auto,Personal L1,Offer1,Branch,56.082107,Four-Door Car,Medium,A,Feb
RE46032,Nevada,43290.49543,No,Extended,College,2011-01-29,Medical Leave,M,23203.0,Suburban,Single,132,15,71,0,2,Personal Auto,Personal L3,Offer1,Agent,1158.79311,SUV,Medium,A,Jan
HO81102,Washington,4745.181764,No,Basic,High School or Below,2011-02-14,Employed,M,50549.0,Suburban,Divorced,61,2,73,0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medium,A,Feb
FD72269,California,5584.961718,No,Basic,High School or Below,2011-02-03,Disabled,F,19724.0,Suburban,Married,72,20,49,0,4,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Large,A,Feb
IX35050,Arizona,23594.6802,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358.0,Rural,Married,66,25,3,0,2,Special Auto,Special L3,Offer3,Agent,86.461582,Four-Door Car,Medium,A,Jan
ZE82255,California,18680.99387,No,Basic,College,2011-01-15,Employed,F,74640.0,Suburban,Married,66,0,44,0,2,Corporate Auto,Corporate L2,Offer1,Branch,375.514273,Four-Door Car,Large,A,Jan
AB62982,Oregon,5918.066128,No,Basic,Doctor,2011-02-04,Employed,F,77521.0,Suburban,Married,73,6,66,0,3,Personal Auto,Personal L3,Offer3,Call Center,350.4,Two-Door Car,Small,A,Feb
GB94407,California,12280.76661,Yes,Premium,College,2011-01-01,Employed,M,88340.0,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medium,A,Jan
MN81810,California,2913.475108,No,Basic,High School or Below,2011-01-13,Employed,F,76638.0,Suburban,Single,73,2,55,1,1,Personal Auto,Personal L3,Offer3,Agent,435.189747,Four-Door Car,Small,A,Jan
IW78492,Arizona,4127.495254,No,Basic,College,2011-01-14,Unemployed,F,0.0,Suburban,Single,119,20,89,3,1,Personal Auto,Personal L2,Offer1,Web,856.8,Luxury,Medium,A,Jan
VE98553,Oregon,4666.643522,No,Premium,Bachelor,2011-02-28,Employed,M,60466.0,Suburban,Married,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.186389,Four-Door Car,Large,A,Feb
PL44132,Arizona,3061.799398,No,Extended,College,2011-01-18,Employed,M,88362.0,Suburban,Single,78,15,63,0,1,Personal Auto,Personal L1,Offer2,Call Center,452.599718,Two-Door Car,Medium,A,Jan
RF64040,California,9591.028253,No,Extended,Bachelor,2011-01-03,Unemployed,F,0.0,Rural,Married,128,23,27,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,150.952506,SUV,Medium,A,Jan
JY67916,Oregon,13171.01282,No,Premium,College,2011-01-27,Medical Leave,M,21513.0,Suburban,Married,119,21,81,1,2,Personal Auto,Personal L3,Offer2,Branch,679.827592,Two-Door Car,Small,A,Jan
CD45044,Arizona,7600.034998,No,Basic,High School or Below,2011-02-03,Unemployed,F,0.0,Suburban,Single,70,3,94,0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Medium,A,Feb
WW52683,California,5067.635525,No,Basic,Bachelor,2011-01-26,Employed,F,61067.0,Rural,Married,64,20,0,1,3,Personal Auto,Personal L3,Offer2,Agent,86.309744,Four-Door Car,Medium,A,Jan
FQ46354,California,10498.92645,No,Extended,Bachelor,2011-02-04,Employed,M,30352.0,Rural,Married,89,21,13,0,2,Personal Auto,Personal L2,Offer1,Web,146.110685,Four-Door Car,Medium,A,Feb
QS23134,Arizona,12504.49422,No,Premium,College,2011-01-22,Employed,M,33746.0,Suburban,Married,106,29,23,0,2,Personal Auto,Personal L2,Offer2,Call Center,508.8,Two-Door Car,Medium,A,Jan
PR22184,California,9135.291575,No,Basic,College,2011-01-13,Employed,F,95330.0,Suburban,Married,113,1,1,0,3,Corporate Auto,Corporate L2,Offer4,Branch,542.4,Luxury,Medium,A,Jan
JQ91314,Washington,3288.6575,No,Extended,College,2011-02-10,Unemployed,M,0.0,Suburban,Single,97,27,17,0,1,Personal Auto,Personal L2,Offer2,Call Center,1026.315988,Four-Door Car,Medium,A,Feb
VD19899,California,27542.36956,No,Premium,Doctor,2011-02-28,Employed,F,50494.0,Urban,Married,114,19,15,0,2,Personal Auto,Personal L3,Offer2,Call Center,491.322893,Two-Door Car,Medium,A,Feb
CH97666,California,3683.472334,No,Basic,Bachelor,2011-01-14,Retired,M,12454.0,Suburban,Married,100,4,68,0,1,Personal Auto,Personal L1,Offer3,Web,720.0,Luxury,Medium,A,Jan
QV14053,California,2708.019336,No,Basic,High School or Below,2011-01-05,Employed,M,53807.0,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medium,A,Jan
NE70589,California,13220.80421,No,Basic,College,2011-01-20,Disabled,M,29504.0,Suburban,Married,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medium,A,Jan
RW61528,Nevada,13916.93446,No,Premium,College,2011-01-02,Employed,F,52423.0,Suburban,Single,119,2,80,1,2,Corporate Auto,Corporate L1,Offer1,Web,571.2,Four-Door Car,Medium,A,Jan
